ppm,values
6.7168,-3.7699
6.7169,-3.8032
6.717,-3.6829
6.7171,-3.4086
6.7172,-2.9987
6.7173,-2.4851
6.7174,-1.909
6.7175,-1.3182
6.7176,-0.76271
6.7177,-0.2895
6.7178,0.063678
6.7179,0.27473
6.718,0.34344
6.7181,0.29336
6.7182,0.16493
6.7183,0.001428
6.7184,-0.1644
6.7184,-0.31534
6.7185,-0.44676
6.7186,-0.56109
6.7187,-0.6613
6.7188,-0.74169
6.7189,-0.78157
6.719,-0.75043
6.7191,-0.6235
6.7192,-0.39628
6.7193,-0.089029
6.7194,0.25913
6.7195,0.60039
6.7196,0.88598
6.7197,1.0707
6.7198,1.1181
6.7199,1.0085
6.72,0.74826
6.7201,0.3725
6.7202,-0.060515
6.7203,-0.48387
6.7204,-0.84152
6.7205,-1.1063
6.7206,-1.2872
6.7207,-1.4205
6.7208,-1.5495
6.7209,-1.7044
6.721,-1.8934
6.7211,-2.1068
6.7212,-2.3287
6.7213,-2.5462
6.7214,-2.7494
6.7215,-2.9279
6.7216,-3.0673
6.7217,-3.1517
6.7218,-3.1673
6.7219,-3.105
6.722,-2.9619
6.7221,-2.742
6.7222,-2.4591
6.7223,-2.1385
6.7224,-1.8141
6.7225,-1.5181
6.7226,-1.2696
6.7227,-1.068
6.7228,-0.8974
6.7229,-0.73654
6.723,-0.56925
6.7231,-0.39006
6.7232,-0.2036
6.7233,-0.018639
6.7234,0.15734
6.7235,0.31769
6.7236,0.4511
6.7237,0.53876
6.7238,0.55998
6.7239,0.50408
6.724,0.38017
6.7241,0.21845
6.7242,0.061811
6.7243,-0.049001
6.7244,-0.090998
6.7245,-0.068629
6.7246,-0.011761
6.7247,0.03902
6.7248,0.053415
6.7249,0.027251
6.725,-0.01616
6.7251,-0.038083
6.7252,0.00075245
6.7253,0.13081
6.7254,0.36952
6.7255,0.71865
6.7256,1.1627
6.7257,1.6699
6.7258,2.196
6.7259,2.6917
6.726,3.1153
6.7261,3.4441
6.7262,3.6753
6.7263,3.8153
6.7264,3.866
6.7265,3.8219
6.7266,3.6791
6.7267,3.446
6.7268,3.1453
6.7269,2.8072
6.727,2.4586
6.7271,2.119
6.7272,1.8012
6.7273,1.5125
6.7274,1.2554
6.7275,1.0274
6.7276,0.82396
6.7277,0.64057
6.7278,0.47328
6.7279,0.31883
6.728,0.17585
6.7281,0.045932
6.7282,-0.063573
6.7283,-0.13409
6.7284,-0.13365
6.7285,-0.026484
6.7286,0.20714
6.7287,0.55424
6.7288,0.96821
6.7289,1.3846
6.729,1.7435
6.7291,2.007
6.7292,2.1661
6.7293,2.2401
6.7294,2.2681
6.7295,2.2952
6.7296,2.3543
6.7297,2.4545
6.7298,2.5831
6.7299,2.7175
6.73,2.8358
6.7301,2.9218
6.7302,2.9662
6.7303,2.9659
6.7304,2.9245
6.7305,2.853
6.7306,2.7666
6.7306,2.6769
6.7307,2.5839
6.7308,2.4712
6.7309,2.3098
6.731,2.0677
6.7311,1.7216
6.7312,1.2683
6.7313,0.72967
6.7314,0.15083
6.7315,-0.40916
6.7316,-0.89156
6.7317,-1.2555
6.7318,-1.4916
6.7319,-1.6208
6.732,-1.6792
6.7321,-1.6954
6.7322,-1.6757
6.7323,-1.6057
6.7324,-1.4659
6.7325,-1.2489
6.7326,-0.96842
6.7327,-0.65343
6.7328,-0.33243
6.7329,-0.020983
6.733,0.27869
6.7331,0.56716
6.7332,0.83752
6.7333,1.0752
6.7334,1.2685
6.7335,1.4192
6.7336,1.5432
6.7337,1.6604
6.7338,1.7829
6.7339,1.9061
6.734,2.0082
6.7341,2.0555
6.7342,2.014
6.7343,1.8622
6.7344,1.5984
6.7345,1.2381
6.7346,0.8051
6.7347,0.32744
6.7348,-0.16159
6.7349,-0.62019
6.735,-1.0009
6.7351,-1.262
6.7352,-1.3815
6.7353,-1.3653
6.7354,-1.2436
6.7355,-1.0595
6.7356,-0.85785
6.7357,-0.67705
6.7358,-0.54409
6.7359,-0.47164
6.736,-0.45634
6.7361,-0.48117
6.7362,-0.52393
6.7363,-0.56758
6.7364,-0.60425
6.7365,-0.63098
6.7366,-0.64383
6.7367,-0.6357
6.7368,-0.598
6.7369,-0.52364
6.737,-0.41053
6.7371,-0.2652
6.7372,-0.10376
6.7373,0.053189
6.7374,0.1908
6.7375,0.30887
6.7376,0.42186
6.7377,0.54922
6.7378,0.70344
6.7379,0.88488
6.738,1.0857
6.7381,1.2973
6.7382,1.5144
6.7383,1.7351
6.7384,1.96
6.7385,2.1913
6.7386,2.4301
6.7387,2.6713
6.7388,2.9029
6.7389,3.1102
6.739,3.2779
6.7391,3.3912
6.7392,3.4363
6.7393,3.4048
6.7394,3.2969
6.7395,3.1189
6.7396,2.8795
6.7397,2.589
6.7398,2.2601
6.7399,1.905
6.74,1.5275
6.7401,1.1173
6.7402,0.65344
6.7403,0.11482
6.7404,-0.50665
6.7405,-1.1929
6.7406,-1.8923
6.7407,-2.5268
6.7408,-3.0139
6.7409,-3.2949
6.741,-3.3534
6.7411,-3.2143
6.7412,-2.9274
6.7413,-2.5447
6.7414,-2.1069
6.7415,-1.6399
6.7416,-1.161
6.7417,-0.68309
6.7418,-0.21909
6.7419,0.21371
6.742,0.58793
6.7421,0.86645
6.7422,1.0137
6.7423,1.0132
6.7424,0.87857
6.7425,0.64863
6.7426,0.37283
6.7427,0.095987
6.7428,-0.15003
6.7428,-0.34843
6.7429,-0.49704
6.743,-0.60673
6.7431,-0.69532
6.7432,-0.77533
6.7433,-0.84307
6.7434,-0.87964
6.7435,-0.8644
6.7436,-0.78897
6.7437,-0.65996
6.7438,-0.49053
6.7439,-0.29059
6.744,-0.065635
6.7441,0.17498
6.7442,0.41008
6.7443,0.60855
6.7444,0.74084
6.7445,0.79185
6.7446,0.76785
6.7447,0.69321
6.7448,0.59758
6.7449,0.5004
6.745,0.40455
6.7451,0.30472
6.7452,0.20388
6.7453,0.12289
6.7454,0.092567
6.7455,0.13295
6.7456,0.23802
6.7457,0.37827
6.7458,0.51637
6.7459,0.6223
6.746,0.67938
6.7461,0.68183
6.7462,0.6291
6.7463,0.52397
6.7464,0.37678
6.7465,0.2095
6.7466,0.053672
6.7467,-0.056051
6.7468,-0.087482
6.7469,-0.015932
6.747,0.16925
6.7471,0.45981
6.7472,0.83113
6.7473,1.2511
6.7474,1.6877
6.7475,2.1122
6.7476,2.5024
6.7477,2.8458
6.7478,3.1368
6.7479,3.3702
6.748,3.5365
6.7481,3.6266
6.7482,3.6392
6.7483,3.585
6.7484,3.4852
6.7485,3.364
6.7486,3.2425
6.7487,3.1343
6.7488,3.0448
6.7489,2.9743
6.749,2.9187
6.7491,2.8685
6.7492,2.8104
6.7493,2.7335
6.7494,2.6333
6.7495,2.5105
6.7496,2.3672
6.7497,2.2063
6.7498,2.0344
6.7499,1.8637
6.75,1.7124
6.7501,1.6036
6.7502,1.562
6.7503,1.6092
6.7504,1.7596
6.7505,2.0182
6.7506,2.3802
6.7507,2.8308
6.7508,3.3442
6.7509,3.882
6.751,4.3956
6.7511,4.8356
6.7512,5.1631
6.7513,5.354
6.7514,5.3964
6.7515,5.2892
6.7516,5.0482
6.7517,4.7129
6.7518,4.3406
6.7519,3.9899
6.752,3.7048
6.7521,3.5097
6.7522,3.4148
6.7523,3.4237
6.7524,3.5366
6.7525,3.7465
6.7526,4.0329
6.7527,4.3591
6.7528,4.6759
6.7529,4.9315
6.753,5.0833
6.7531,5.1047
6.7532,4.9883
6.7533,4.7454
6.7534,4.405
6.7535,4.0108
6.7536,3.6171
6.7537,3.2796
6.7538,3.0435
6.7539,2.9288
6.754,2.9214
6.7541,2.9756
6.7542,3.0316
6.7543,3.0365
6.7544,2.9579
6.7545,2.7828
6.7546,2.5086
6.7547,2.1349
6.7548,1.6656
6.7549,1.1188
6.755,0.5337
6.755,-0.033815
6.7551,-0.52261
6.7552,-0.87624
6.7553,-1.0505
6.7554,-1.02
6.7555,-0.78283
6.7556,-0.36169
6.7557,0.1985
6.7558,0.83527
6.7559,1.4767
6.756,2.0544
6.7561,2.5178
6.7562,2.843
6.7563,3.0314
6.7564,3.1001
6.7565,3.0715
6.7566,2.9693
6.7567,2.8182
6.7568,2.6456
6.7569,2.4787
6.757,2.3387
6.7571,2.2344
6.7572,2.159
6.7573,2.0945
6.7574,2.0213
6.7575,1.9274
6.7576,1.8141
6.7577,1.6961
6.7578,1.5968
6.7579,1.5378
6.758,1.53
6.7581,1.5693
6.7582,1.6397
6.7583,1.7231
6.7584,1.8067
6.7585,1.8845
6.7586,1.9529
6.7587,2.0077
6.7588,2.0457
6.7589,2.0673
6.759,2.0742
6.7591,2.0618
6.7592,2.016
6.7593,1.9171
6.7594,1.7478
6.7595,1.4993
6.7596,1.1721
6.7597,0.77656
6.7598,0.33637
6.7599,-0.11099
6.76,-0.52084
6.7601,-0.85397
6.7602,-1.0885
6.7603,-1.2249
6.7604,-1.2817
6.7605,-1.2838
6.7606,-1.2487
6.7607,-1.1799
6.7608,-1.0692
6.7609,-0.90943
6.761,-0.70723
6.7611,-0.48825
6.7612,-0.29056
6.7613,-0.15445
6.7614,-0.11292
6.7615,-0.18322
6.7616,-0.36115
6.7617,-0.62076
6.7618,-0.91839
6.7619,-1.1996
6.762,-1.4094
6.7621,-1.5044
6.7622,-1.4652
6.7623,-1.3012
6.7624,-1.0445
6.7625,-0.73605
6.7626,-0.40929
6.7627,-0.077213
6.7628,0.26804
6.7629,0.63916
6.763,1.03
6.7631,1.4044
6.7632,1.7077
6.7633,1.8939
6.7634,1.9474
6.7635,1.8881
6.7636,1.7582
6.7637,1.6041
6.7638,1.4634
6.7639,1.3623
6.764,1.3198
6.7641,1.3501
6.7642,1.4632
6.7643,1.6641
6.7644,1.9533
6.7645,2.3265
6.7646,2.77
6.7647,3.2544
6.7648,3.7332
6.7649,4.1527
6.765,4.4662
6.7651,4.6467
6.7652,4.6943
6.7653,4.6359
6.7654,4.5166
6.7655,4.3838
6.7656,4.2704
6.7657,4.1863
6.7658,4.12
6.7659,4.0491
6.766,3.9524
6.7661,3.8143
6.7662,3.6253
6.7663,3.3835
6.7664,3.0982
6.7665,2.7887
6.7666,2.4799
6.7667,2.1972
6.7668,1.9646
6.7669,1.7994
6.767,1.7031
6.7671,1.6561
6.7671,1.6224
6.7672,1.5644
6.7673,1.456
6.7674,1.2899
6.7675,1.0785
6.7676,0.84833
6.7677,0.63262
6.7678,0.46049
6.7679,0.34559
6.768,0.27831
6.7681,0.22868
6.7682,0.1607
6.7683,0.049202
6.7684,-0.1113
6.7685,-0.30703
6.7686,-0.50838
6.7687,-0.67338
6.7688,-0.75529
6.7689,-0.7162
6.769,-0.5412
6.7691,-0.24493
6.7692,0.13433
6.7693,0.55137
6.7694,0.97221
6.7695,1.3815
6.7696,1.7747
6.7697,2.144
6.7698,2.4715
6.7699,2.734
6.77,2.9119
6.7701,2.9934
6.7702,2.9737
6.7703,2.8559
6.7704,2.6562
6.7705,2.4112
6.7706,2.1757
6.7707,2.0078
6.7708,1.9503
6.7709,2.0163
6.771,2.1897
6.7711,2.4347
6.7712,2.7094
6.7713,2.9753
6.7714,3.2006
6.7715,3.3606
6.7716,3.4381
6.7717,3.4265
6.7718,3.3292
6.7719,3.1565
6.772,2.9203
6.7721,2.6305
6.7722,2.2966
6.7723,1.9303
6.7724,1.5445
6.7725,1.1492
6.7726,0.74802
6.7727,0.34486
6.7728,-0.045652
6.7729,-0.39154
6.773,-0.64896
6.7731,-0.77509
6.7732,-0.74006
6.7733,-0.53464
6.7734,-0.1741
6.7735,0.30391
6.7736,0.84945
6.7737,1.4146
6.7738,1.9636
6.7739,2.4729
6.774,2.9263
6.7741,3.3123
6.7742,3.6272
6.7743,3.8766
6.7744,4.0697
6.7745,4.2116
6.7746,4.3023
6.7747,4.3409
6.7748,4.3327
6.7749,4.2901
6.775,4.2283
6.7751,4.1608
6.7752,4.0958
6.7753,4.0316
6.7754,3.9541
6.7755,3.8409
6.7756,3.6733
6.7757,3.4507
6.7758,3.1988
6.7759,2.9644
6.776,2.7965
6.7761,2.7254
6.7762,2.7545
6.7763,2.8662
6.7764,3.0337
6.7765,3.2289
6.7766,3.4271
6.7767,3.6093
6.7768,3.7642
6.7769,3.8873
6.777,3.9722
6.7771,4.002
6.7772,3.9485
6.7773,3.7832
6.7774,3.4938
6.7775,3.0914
6.7776,2.6078
6.7777,2.0853
6.7778,1.5674
6.7779,1.0921
6.778,0.68452
6.7781,0.35056
6.7782,0.074799
6.7783,-0.17182
6.7784,-0.41819
6.7785,-0.68165
6.7786,-0.96421
6.7787,-1.2537
6.7788,-1.5274
6.7789,-1.759
6.779,-1.9261
6.7791,-2.0137
6.7792,-2.0129
6.7793,-1.9189
6.7793,-1.734
6.7794,-1.4743
6.7795,-1.1722
6.7796,-0.87014
6.7797,-0.60902
6.7798,-0.41787
6.7799,-0.30941
6.78,-0.2782
6.7801,-0.30284
6.7802,-0.35419
6.7803,-0.40615
6.7804,-0.44199
6.7805,-0.45452
6.7806,-0.44323
6.7807,-0.4126
6.7808,-0.3734
6.7809,-0.34435
6.781,-0.34888
6.7811,-0.40455
6.7812,-0.50967
6.7813,-0.63536
6.7814,-0.72971
6.7815,-0.7351
6.7816,-0.60956
6.7817,-0.33918
6.7818,0.063986
6.7819,0.57293
6.782,1.1566
6.7821,1.7843
6.7822,2.4234
6.7823,3.035
6.7824,3.5751
6.7825,4.0039
6.7826,4.2952
6.7827,4.4395
6.7828,4.4404
6.7829,4.3123
6.783,4.081
6.7831,3.7818
6.7832,3.453
6.7833,3.1267
6.7834,2.8224
6.7835,2.5449
6.7836,2.2875
6.7837,2.0388
6.7838,1.7903
6.7839,1.5427
6.784,1.3068
6.7841,1.1008
6.7842,0.94497
6.7843,0.85402
6.7844,0.83034
6.7845,0.86162
6.7846,0.92476
6.7847,0.99328
6.7848,1.0452
6.7849,1.0704
6.785,1.076
6.7851,1.0856
6.7852,1.1286
6.7853,1.2237
6.7854,1.3659
6.7855,1.528
6.7856,1.6755
6.7857,1.7834
6.7858,1.8413
6.7859,1.8442
6.786,1.78
6.7861,1.6272
6.7862,1.3648
6.7863,0.98485
6.7864,0.49957
6.7865,-0.060485
6.7866,-0.65446
6.7867,-1.2397
6.7868,-1.7791
6.7869,-2.2481
6.787,-2.6396
6.7871,-2.9599
6.7872,-3.2153
6.7873,-3.4013
6.7874,-3.504
6.7875,-3.5141
6.7876,-3.4383
6.7877,-3.3002
6.7878,-3.1304
6.7879,-2.9557
6.788,-2.7932
6.7881,-2.6522
6.7882,-2.5383
6.7883,-2.4571
6.7884,-2.411
6.7885,-2.3919
6.7886,-2.3775
6.7887,-2.3366
6.7888,-2.2405
6.7889,-2.078
6.789,-1.863
6.7891,-1.6291
6.7892,-1.4118
6.7893,-1.2274
6.7894,-1.0632
6.7895,-0.8863
6.7896,-0.66711
6.7897,-0.39928
6.7898,-0.1028
6.7899,0.19028
6.79,0.45474
6.7901,0.68283
6.7902,0.88086
6.7903,1.056
6.7904,1.2046
6.7905,1.3094
6.7906,1.3467
6.7907,1.2934
6.7908,1.1322
6.7909,0.85422
6.791,0.46208
6.7911,-0.025976
6.7912,-0.573
6.7913,-1.1253
6.7914,-1.6223
6.7915,-2.0096
6.7915,-2.2505
6.7916,-2.3309
6.7917,-2.2618
6.7918,-2.0789
6.7919,-1.8354
6.792,-1.5865
6.7921,-1.3726
6.7922,-1.2147
6.7923,-1.1213
6.7924,-1.0979
6.7925,-1.1469
6.7926,-1.2613
6.7927,-1.4184
6.7928,-1.5797
6.7929,-1.7011
6.793,-1.7483
6.7931,-1.7111
6.7932,-1.6033
6.7933,-1.4512
6.7934,-1.2806
6.7935,-1.1118
6.7936,-0.95781
6.7937,-0.82278
6.7938,-0.69721
6.7939,-0.55573
6.794,-0.36015
6.7941,-0.070471
6.7942,0.33774
6.7943,0.85783
6.7944,1.447
6.7945,2.0351
6.7946,2.5433
6.7947,2.9059
6.7948,3.0863
6.7949,3.0802
6.795,2.911
6.7951,2.6237
6.7952,2.2783
6.7953,1.9369
6.7954,1.6476
6.7955,1.4334
6.7956,1.2919
6.7957,1.2058
6.7958,1.1522
6.7959,1.1089
6.796,1.0547
6.7961,0.96657
6.7962,0.81619
6.7963,0.57211
6.7964,0.21193
6.7965,-0.26218
6.7966,-0.81662
6.7967,-1.3933
6.7968,-1.925
6.7969,-2.3513
6.797,-2.6288
6.7971,-2.7345
6.7972,-2.6634
6.7973,-2.4253
6.7974,-2.0439
6.7975,-1.5576
6.7976,-1.0179
6.7977,-0.4826
6.7978,-0.0068866
6.7979,0.36679
6.798,0.6175
6.7981,0.74649
6.7982,0.76748
6.7983,0.69384
6.7984,0.53263
6.7985,0.28796
6.7986,-0.032003
6.7987,-0.41249
6.7988,-0.83678
6.7989,-1.2927
6.799,-1.7729
6.7991,-2.2687
6.7992,-2.7631
6.7993,-3.2308
6.7994,-3.6424
6.7995,-3.9689
6.7996,-4.1851
6.7997,-4.2749
6.7998,-4.2374
6.7999,-4.0884
6.8,-3.8543
6.8001,-3.5641
6.8002,-3.2472
6.8003,-2.9316
6.8004,-2.6378
6.8005,-2.3698
6.8006,-2.1174
6.8007,-1.8666
6.8008,-1.6115
6.8009,-1.3558
6.801,-1.1077
6.8011,-0.8757
6.8012,-0.66611
6.8013,-0.48165
6.8014,-0.32025
6.8015,-0.17447
6.8016,-0.032311
6.8017,0.11798
6.8018,0.27873
6.8019,0.43509
6.802,0.55355
6.8021,0.58583
6.8022,0.47766
6.8023,0.18437
6.8024,-0.31067
6.8025,-0.98696
6.8026,-1.7922
6.8027,-2.6541
6.8028,-3.4903
6.8029,-4.22
6.803,-4.7805
6.8031,-5.1429
6.8032,-5.3186
6.8033,-5.3526
6.8034,-5.3078
6.8035,-5.2442
6.8036,-5.2024
6.8037,-5.1969
6.8037,-5.2209
6.8038,-5.256
6.8039,-5.28
6.804,-5.2725
6.8041,-5.2211
6.8042,-5.1251
6.8043,-4.9948
6.8044,-4.846
6.8045,-4.6925
6.8046,-4.5418
6.8047,-4.3939
6.8048,-4.242
6.8049,-4.0768
6.805,-3.8917
6.8051,-3.688
6.8052,-3.4746
6.8053,-3.2631
6.8054,-3.0622
6.8055,-2.8767
6.8056,-2.7105
6.8057,-2.5682
6.8058,-2.4527
6.8059,-2.3592
6.806,-2.2727
6.8061,-2.1721
6.8062,-2.0397
6.8063,-1.8666
6.8064,-1.6537
6.8065,-1.4081
6.8066,-1.1407
6.8067,-0.86544
6.8068,-0.59917
6.8069,-0.36107
6.807,-0.16845
6.8071,-0.032422
6.8072,0.042531
6.8073,0.055114
6.8074,0.0054623
6.8075,-0.10091
6.8076,-0.24704
6.8077,-0.4052
6.8078,-0.54816
6.8079,-0.66426
6.808,-0.7639
6.8081,-0.87176
6.8082,-1.0106
6.8083,-1.1885
6.8084,-1.3996
6.8085,-1.6344
6.8086,-1.8908
6.8087,-2.1736
6.8088,-2.4831
6.8089,-2.8014
6.809,-3.0852
6.8091,-3.2745
6.8092,-3.3137
6.8093,-3.1774
6.8094,-2.8862
6.8095,-2.5062
6.8096,-2.1268
6.8097,-1.8309
6.8098,-1.6682
6.8099,-1.6453
6.81,-1.7318
6.8101,-1.876
6.8102,-2.0233
6.8103,-2.1307
6.8104,-2.1748
6.8105,-2.152
6.8106,-2.0728
6.8107,-1.9528
6.8108,-1.8047
6.8109,-1.6311
6.811,-1.4224
6.8111,-1.1628
6.8112,-0.84211
6.8113,-0.46673
6.8114,-0.061755
6.8115,0.33745
6.8116,0.69605
6.8117,0.98401
6.8118,1.1752
6.8119,1.2495
6.812,1.1986
6.8121,1.0276
6.8122,0.7491
6.8123,0.37904
6.8124,-0.063131
6.8125,-0.55332
6.8126,-1.066
6.8127,-1.579
6.8128,-2.0755
6.8129,-2.5416
6.813,-2.9605
6.8131,-3.308
6.8132,-3.5523
6.8133,-3.6623
6.8134,-3.6193
6.8135,-3.4245
6.8136,-3.095
6.8137,-2.6537
6.8138,-2.1221
6.8139,-1.5244
6.814,-0.89479
6.8141,-0.27778
6.8142,0.28081
6.8143,0.74811
6.8144,1.1129
6.8145,1.3831
6.8146,1.5755
6.8147,1.7057
6.8148,1.7844
6.8149,1.8181
6.815,1.8125
6.8151,1.776
6.8152,1.721
6.8153,1.66
6.8154,1.5983
6.8155,1.5276
6.8156,1.4291
6.8157,1.2852
6.8158,1.0929
6.8159,0.86924
6.8159,0.64566
6.816,0.45395
6.8161,0.31317
6.8162,0.22354
6.8163,0.16841
6.8164,0.12123
6.8165,0.053243
6.8166,-0.06098
6.8167,-0.24036
6.8168,-0.49377
6.8169,-0.81539
6.817,-1.1831
6.8171,-1.5637
6.8172,-1.9221
6.8173,-2.2323
6.8174,-2.4838
6.8175,-2.6845
6.8176,-2.8536
6.8177,-3.011
6.8178,-3.1665
6.8179,-3.3163
6.818,-3.4421
6.8181,-3.5154
6.8182,-3.5066
6.8183,-3.3966
6.8184,-3.1837
6.8185,-2.8842
6.8186,-2.5269
6.8187,-2.1463
6.8188,-1.7741
6.8189,-1.4313
6.819,-1.1237
6.8191,-0.84479
6.8192,-0.58472
6.8193,-0.34125
6.8194,-0.1239
6.8195,0.052626
6.8196,0.17918
6.8197,0.25626
6.8198,0.28922
6.8199,0.28379
6.82,0.24936
6.8201,0.20496
6.8202,0.17677
6.8203,0.18491
6.8204,0.23064
6.8205,0.29446
6.8206,0.34509
6.8207,0.35262
6.8208,0.30034
6.8209,0.19067
6.821,0.043147
6.8211,-0.11244
6.8212,-0.24355
6.8213,-0.32297
6.8214,-0.33805
6.8215,-0.29798
6.8216,-0.23441
6.8217,-0.19265
6.8218,-0.21589
6.8219,-0.32926
6.822,-0.53133
6.8221,-0.79662
6.8222,-1.087
6.8223,-1.3661
6.8224,-1.6095
6.8225,-1.8046
6.8226,-1.9449
6.8227,-2.027
6.8228,-2.0524
6.8229,-2.0291
6.823,-1.9662
6.8231,-1.8679
6.8232,-1.732
6.8233,-1.5548
6.8234,-1.3388
6.8235,-1.0967
6.8236,-0.84953
6.8237,-0.61731
6.8238,-0.4071
6.8239,-0.21102
6.824,-0.018321
6.8241,0.16763
6.8242,0.32303
6.8243,0.41284
6.8244,0.40669
6.8245,0.2902
6.8246,0.067488
6.8247,-0.24177
6.8248,-0.60746
6.8249,-0.99519
6.825,-1.372
6.8251,-1.7107
6.8252,-1.9924
6.8253,-2.2097
6.8254,-2.3657
6.8255,-2.4689
6.8256,-2.5225
6.8257,-2.5185
6.8258,-2.4392
6.8259,-2.2687
6.826,-2.0026
6.8261,-1.6515
6.8262,-1.2348
6.8263,-0.77181
6.8264,-0.27447
6.8265,0.25354
6.8266,0.81239
6.8267,1.3984
6.8268,1.9961
6.8269,2.5748
6.827,3.0927
6.8271,3.5107
6.8272,3.8094
6.8273,3.9957
6.8274,4.0937
6.8275,4.1283
6.8276,4.1161
6.8277,4.0683
6.8278,3.9983
6.8279,3.9233
6.828,3.8588
6.8281,3.8155
6.8281,3.7987
6.8282,3.8109
6.8283,3.8527
6.8284,3.9227
6.8285,4.0169
6.8286,4.1266
6.8287,4.236
6.8288,4.3252
6.8289,4.3737
6.829,4.3615
6.8291,4.2694
6.8292,4.0814
6.8293,3.7911
6.8294,3.4089
6.8295,2.964
6.8296,2.5018
6.8297,2.0749
6.8298,1.7307
6.8299,1.498
6.83,1.3778
6.8301,1.3427
6.8302,1.3465
6.8303,1.3374
6.8304,1.2711
6.8305,1.121
6.8306,0.88489
6.8307,0.58874
6.8308,0.28157
6.8309,0.018981
6.831,-0.15763
6.8311,-0.2339
6.8312,-0.22221
6.8313,-0.15099
6.8314,-0.050075
6.8315,0.060637
6.8316,0.17318
6.8317,0.28563
6.8318,0.39635
6.8319,0.50278
6.832,0.60214
6.8321,0.69087
6.8322,0.76447
6.8323,0.81973
6.8324,0.85741
6.8325,0.88178
6.8326,0.89809
6.8327,0.91194
6.8328,0.93056
6.8329,0.96203
6.833,1.0108
6.8331,1.074
6.8332,1.1413
6.8333,1.1983
6.8334,1.2284
6.8335,1.2126
6.8336,1.1305
6.8337,0.96202
6.8338,0.68836
6.8339,0.29441
6.834,-0.22594
6.8341,-0.86393
6.8342,-1.5935
6.8343,-2.372
6.8344,-3.1416
6.8345,-3.836
6.8346,-4.3932
6.8347,-4.7695
6.8348,-4.9458
6.8349,-4.9247
6.835,-4.7243
6.8351,-4.3713
6.8352,-3.8925
6.8353,-3.3078
6.8354,-2.6322
6.8355,-1.8889
6.8356,-1.1222
6.8357,-0.3971
6.8358,0.21734
6.8359,0.67091
6.836,0.94955
6.8361,1.0772
6.8362,1.1036
6.8363,1.0872
6.8364,1.0832
6.8365,1.137
6.8366,1.2768
6.8367,1.5032
6.8368,1.7835
6.8369,2.0599
6.837,2.2741
6.8371,2.393
6.8372,2.4182
6.8373,2.3762
6.8374,2.2997
6.8375,2.2135
6.8376,2.1287
6.8377,2.0438
6.8378,1.9463
6.8379,1.8184
6.838,1.645
6.8381,1.4201
6.8382,1.1458
6.8383,0.83117
6.8384,0.4916
6.8385,0.1503
6.8386,-0.16332
6.8387,-0.4187
6.8388,-0.5906
6.8389,-0.66357
6.839,-0.63294
6.8391,-0.50549
6.8392,-0.30192
6.8393,-0.057773
6.8394,0.18131
6.8395,0.36949
6.8396,0.47188
6.8397,0.47348
6.8398,0.38257
6.8399,0.22673
6.84,0.044164
6.8401,-0.12408
6.8402,-0.23876
6.8403,-0.26598
6.8403,-0.181
6.8404,0.028477
6.8405,0.35851
6.8406,0.78384
6.8407,1.2553
6.8408,1.706
6.8409,2.0673
6.841,2.2886
6.8411,2.3525
6.8412,2.2762
6.8413,2.1011
6.8414,1.874
6.8415,1.6314
6.8416,1.3913
6.8417,1.1549
6.8418,0.91582
6.8419,0.6686
6.842,0.4123
6.8421,0.14912
6.8422,-0.1196
6.8423,-0.39756
6.8424,-0.69459
6.8425,-1.0219
6.8426,-1.383
6.8427,-1.7686
6.8428,-2.1581
6.8429,-2.528
6.843,-2.8575
6.8431,-3.1314
6.8432,-3.339
6.8433,-3.4733
6.8434,-3.5298
6.8435,-3.5066
6.8436,-3.4062
6.8437,-3.237
6.8438,-3.01
6.8439,-2.7331
6.844,-2.4056
6.8441,-2.0206
6.8442,-1.5717
6.8443,-1.0586
6.8444,-0.48976
6.8445,0.11456
6.8446,0.72068
6.8447,1.2819
6.8448,1.7437
6.8449,2.0548
6.845,2.1812
6.8451,2.1179
6.8452,1.8893
6.8453,1.54
6.8454,1.1233
6.8455,0.69137
6.8456,0.29043
6.8457,-0.042363
6.8458,-0.28464
6.8459,-0.43628
6.846,-0.52263
6.8461,-0.58828
6.8462,-0.68202
6.8463,-0.84004
6.8464,-1.074
6.8465,-1.3678
6.8466,-1.6821
6.8467,-1.9657
6.8468,-2.1687
6.8469,-2.2541
6.847,-2.2075
6.8471,-2.0426
6.8472,-1.801
6.8473,-1.543
6.8474,-1.3327
6.8475,-1.2215
6.8476,-1.2389
6.8477,-1.3916
6.8478,-1.6666
6.8479,-2.0338
6.848,-2.4501
6.8481,-2.8684
6.8482,-3.2488
6.8483,-3.5671
6.8484,-3.8105
6.8485,-3.9668
6.8486,-4.017
6.8487,-3.9433
6.8488,-3.7444
6.8489,-3.4446
6.849,-3.0882
6.8491,-2.7246
6.8492,-2.3935
6.8493,-2.1169
6.8494,-1.8986
6.8495,-1.7313
6.8496,-1.6065
6.8497,-1.5219
6.8498,-1.482
6.8499,-1.4931
6.85,-1.5558
6.8501,-1.6601
6.8502,-1.7859
6.8503,-1.9087
6.8504,-2.0082
6.8505,-2.0765
6.8506,-2.1196
6.8507,-2.1497
6.8508,-2.1744
6.8509,-2.191
6.851,-2.1874
6.8511,-2.147
6.8512,-2.0551
6.8513,-1.9028
6.8514,-1.6835
6.8515,-1.3849
